symbol,price,price_change,price_change_percent,volume,quote_volume,high,low,open,weighted_avg_price,count,timestamp
BTCUSDT,69915.59,1023.96,1.486,18277.32335,1270847511.8701482,70560.01,68726.4,68891.63,69531.37981608,3795368,2026-02-15 06:05:38
